start_age,cause,year,number,rate
20,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2012,0,0
20,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2013,6,0
20,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2014,5,0
20,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2015,2,0
20,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2016,4,0
20,Peptic ulcer  [K25-K28],2012,0,0
20,Peptic ulcer  [K25-K28],2013,0,0
20,Peptic ulcer  [K25-K28],2014,0,0
20,Peptic ulcer  [K25-K28],2015,1,0
20,Peptic ulcer  [K25-K28],2016,1,0
20,Diseases of appendix  [K35-K38],2012,1,0
20,Diseases of appendix  [K35-K38],2013,0,0
20,Diseases of appendix  [K35-K38],2014,1,0
20,Diseases of appendix  [K35-K38],2015,0,0
20,Diseases of appendix  [K35-K38],2016,0,0
20,Hernia  [K40-K46],2012,0,0
20,Hernia  [K40-K46],2013,0,0
20,Hernia  [K40-K46],2014,0,0
20,Hernia  [K40-K46],2015,0,0
20,Hernia  [K40-K46],2016,0,0
20,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2012,2,0
20,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2013,3,0
20,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2014,1,0
20,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2015,5,0
20,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2016,1,0
20,Cholelithiasis and other disorders of gallbladder  [K80-K82],2012,0,0
20,Cholelithiasis and other disorders of gallbladder  [K80-K82],2013,1,0
20,Cholelithiasis and other disorders of gallbladder  [K80-K82],2014,0,0
20,Cholelithiasis and other disorders of gallbladder  [K80-K82],2015,1,0
20,Cholelithiasis and other disorders of gallbladder  [K80-K82],2016,0,0
20,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2012,3,0
20,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2013,0,0
20,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2014,1,0
20,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2015,1,0
20,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2016,3,0
20,"Infections of kidney  [N10-N12, N13.6, N15.1]",2012,0,0
20,"Infections of kidney  [N10-N12, N13.6, N15.1]",2013,1,0
20,"Infections of kidney  [N10-N12, N13.6, N15.1]",2014,0,0
20,"Infections of kidney  [N10-N12, N13.6, N15.1]",2015,0,0
20,"Infections of kidney  [N10-N12, N13.6, N15.1]",2016,0,0
20,Hyperplasia of prostate  [N40],2012,0,0
20,Hyperplasia of prostate  [N40],2013,0,0
20,Hyperplasia of prostate  [N40],2014,0,0
20,Hyperplasia of prostate  [N40],2015,0,0
20,Hyperplasia of prostate  [N40],2016,0,0
20,Inflammatory diseases of female pelvic organs  [N70-N76],2012,0,0
20,Inflammatory diseases of female pelvic organs  [N70-N76],2013,0,0
20,Inflammatory diseases of female pelvic organs  [N70-N76],2014,0,0
20,Inflammatory diseases of female pelvic organs  [N70-N76],2015,0,0
20,Inflammatory diseases of female pelvic organs  [N70-N76],2016,1,0
20,"Pregnancy, childbirth and the puerperium  [O00-O99]",2012,5,0
20,"Pregnancy, childbirth and the puerperium  [O00-O99]",2013,2,0
20,"Pregnancy, childbirth and the puerperium  [O00-O99]",2014,1,0
20,"Pregnancy, childbirth and the puerperium  [O00-O99]",2015,5,0
20,"Pregnancy, childbirth and the puerperium  [O00-O99]",2016,0,0
20,Certain conditions originating in the perinatal period  [P00-P96],2012,0,0
20,Certain conditions originating in the perinatal period  [P00-P96],2013,0,0
20,Certain conditions originating in the perinatal period  [P00-P96],2014,1,0
20,Certain conditions originating in the perinatal period  [P00-P96],2015,2,0
20,Certain conditions originating in the perinatal period  [P00-P96],2016,0,0
20,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2012,31,1
20,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2013,18,1
20,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2014,15,1
20,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2015,22,1
20,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2016,16,1
20,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2012,43,2
20,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2013,42,2
20,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2014,50,2
20,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2015,99,4
20,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2016,175,7
20,All other diseases (residual) 28,2012,91,4
20,All other diseases (residual) 28,2013,78,3
20,All other diseases (residual) 28,2014,82,3
20,All other diseases (residual) 28,2015,86,4
20,All other diseases (residual) 28,2016,77,3
20,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2012,513,21
20,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2013,488,20
20,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2014,452,18
20,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2015,467,19
20,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2016,491,20
20,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2012,291,12
20,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2013,270,11
20,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2014,267,11
20,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2015,315,13
20,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2016,302,12
20,"Assault (homicide)  [X85-Y09, Y87.1]",2012,75,3
20,"Assault (homicide)  [X85-Y09, Y87.1]",2013,59,2
20,"Assault (homicide)  [X85-Y09, Y87.1]",2014,54,2
20,"Assault (homicide)  [X85-Y09, Y87.1]",2015,55,2
20,"Assault (homicide)  [X85-Y09, Y87.1]",2016,58,2
20,"Legal intervention  [Y35, Y89.0]",2012,2,0
20,"Legal intervention  [Y35, Y89.0]",2013,2,0
20,"Legal intervention  [Y35, Y89.0]",2014,2,0
20,"Legal intervention  [Y35, Y89.0]",2015,4,0
20,"Legal intervention  [Y35, Y89.0]",2016,2,0
20,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2012,51,2
20,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2013,62,3
20,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2014,56,2
20,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2015,45,2
20,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2016,17,1
20,"Operations of war and their sequelae  [Y36, Y89.1]",2012,0,0
20,"Operations of war and their sequelae  [Y36, Y89.1]",2013,0,0
20,"Operations of war and their sequelae  [Y36, Y89.1]",2014,0,0
20,"Operations of war and their sequelae  [Y36, Y89.1]",2015,0,0
20,"Operations of war and their sequelae  [Y36, Y89.1]",2016,0,0
20,"Complications of medical and surgical care  [Y40-Y84, Y88]",2012,0,0
20,"Complications of medical and surgical care  [Y40-Y84, Y88]",2013,1,0
20,"Complications of medical and surgical care  [Y40-Y84, Y88]",2014,2,0
20,"Complications of medical and surgical care  [Y40-Y84, Y88]",2015,0,0
20,"Complications of medical and surgical care  [Y40-Y84, Y88]",2016,1,0
25,"Total, all causes of death  [A00-Y89]",2012,1341,56
25,"Total, all causes of death  [A00-Y89]",2013,1286,53
25,"Total, all causes of death  [A00-Y89]",2014,1479,61
25,"Total, all causes of death  [A00-Y89]",2015,1502,61
25,"Total, all causes of death  [A00-Y89]",2016,1595,63
25,Salmonella infections  [A01-A02],2012,0,0
25,Salmonella infections  [A01-A02],2013,0,0
25,Salmonella infections  [A01-A02],2014,0,0
25,Salmonella infections  [A01-A02],2015,0,0
25,Salmonella infections  [A01-A02],2016,0,0
25,"Shigellosis and amoebiasis  [A03, A06]",2012,0,0
25,"Shigellosis and amoebiasis  [A03, A06]",2013,0,0
25,"Shigellosis and amoebiasis  [A03, A06]",2014,0,0
25,"Shigellosis and amoebiasis  [A03, A06]",2015,0,0
25,"Shigellosis and amoebiasis  [A03, A06]",2016,0,0
25,"Certain other intestinal infections  [A04, A07-A09]",2012,0,0
25,"Certain other intestinal infections  [A04, A07-A09]",2013,1,0
25,"Certain other intestinal infections  [A04, A07-A09]",2014,0,0
25,"Certain other intestinal infections  [A04, A07-A09]",2015,0,0
25,"Certain other intestinal infections  [A04, A07-A09]",2016,1,0
25,Tuberculosis  [A16-A19],2012,2,0
25,Tuberculosis  [A16-A19],2013,0,0
25,Tuberculosis  [A16-A19],2014,1,0
25,Tuberculosis  [A16-A19],2015,1,0
25,Tuberculosis  [A16-A19],2016,1,0
25,Whooping cough  [A37],2012,0,0
25,Whooping cough  [A37],2013,0,0
25,Whooping cough  [A37],2014,0,0
25,Whooping cough  [A37],2015,0,0
25,Whooping cough  [A37],2016,0,0
25,"Scarlet fever and erysipelas  [A38, A46]",2012,0,0
25,"Scarlet fever and erysipelas  [A38, A46]",2013,0,0
25,"Scarlet fever and erysipelas  [A38, A46]",2014,0,0
25,"Scarlet fever and erysipelas  [A38, A46]",2015,0,0
25,"Scarlet fever and erysipelas  [A38, A46]",2016,0,0
25,Meningococcal infection  [A39],2012,0,0
25,Meningococcal infection  [A39],2013,0,0
25,Meningococcal infection  [A39],2014,0,0
25,Meningococcal infection  [A39],2015,0,0
25,Meningococcal infection  [A39],2016,0,0
25,Sepsis  [A40-A41],2012,7,0
25,Sepsis  [A40-A41],2013,2,0
25,Sepsis  [A40-A41],2014,2,0
25,Sepsis  [A40-A41],2015,6,0
25,Sepsis  [A40-A41],2016,3,0
25,Syphilis  [A50-A53],2012,0,0
25,Syphilis  [A50-A53],2013,0,0
25,Syphilis  [A50-A53],2014,0,0
25,Syphilis  [A50-A53],2015,0,0
25,Syphilis  [A50-A53],2016,0,0
25,Acute poliomyelitis  [A80],2012,0,0
25,Acute poliomyelitis  [A80],2013,0,0
25,Acute poliomyelitis  [A80],2014,0,0
25,Acute poliomyelitis  [A80],2015,0,0
25,Acute poliomyelitis  [A80],2016,0,0
25,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2012,0,0
25,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2013,0,0
25,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2014,0,0
25,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2015,0,0
25,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2016,0,0
25,Measles  [B05],2012,0,0
25,Measles  [B05],2013,0,0
25,Measles  [B05],2014,0,0
25,Measles  [B05],2015,0,0
25,Measles  [B05],2016,0,0
25,Viral hepatitis  [B15-B19],2012,1,0
25,Viral hepatitis  [B15-B19],2013,1,0
25,Viral hepatitis  [B15-B19],2014,3,0
25,Viral hepatitis  [B15-B19],2015,2,0
25,Viral hepatitis  [B15-B19],2016,1,0
25,Human immunodeficiency virus [HIV] disease  [B20-B24],2012,7,0
25,Human immunodeficiency virus [HIV] disease  [B20-B24],2013,3,0
25,Human immunodeficiency virus [HIV] disease  [B20-B24],2014,2,0
25,Human immunodeficiency virus [HIV] disease  [B20-B24],2015,1,0
25,Human immunodeficiency virus [HIV] disease  [B20-B24],2016,4,0
25,Malaria  [B50-B54],2012,0,0
25,Malaria  [B50-B54],2013,0,0
25,Malaria  [B50-B54],2014,0,0
25,Malaria  [B50-B54],2015,0,0
25,Malaria  [B50-B54],2016,0,0
25,Other and unspecified infectious and parasitic diseases and their sequelae 27,2012,3,0
25,Other and unspecified infectious and parasitic diseases and their sequelae 27,2013,4,0
25,Other and unspecified infectious and parasitic diseases and their sequelae 27,2014,1,0
25,Other and unspecified infectious and parasitic diseases and their sequelae 27,2015,2,0
25,Other and unspecified infectious and parasitic diseases and their sequelae 27,2016,3,0
25,Malignant neoplasms  [C00-C97],2012,140,6
25,Malignant neoplasms  [C00-C97],2013,137,6
25,Malignant neoplasms  [C00-C97],2014,150,6
25,Malignant neoplasms  [C00-C97],2015,134,5
25,Malignant neoplasms  [C00-C97],2016,125,5
25,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2012,5,0
25,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2013,5,0
25,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2014,6,0
25,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2015,6,0
25,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2016,1,0
25,Anaemias  [D50-D64],2012,2,0
25,Anaemias  [D50-D64],2013,4,0
25,Anaemias  [D50-D64],2014,4,0
25,Anaemias  [D50-D64],2015,2,0
25,Anaemias  [D50-D64],2016,2,0
25,Diabetes mellitus  [E10-E14],2012,14,1
25,Diabetes mellitus  [E10-E14],2013,7,0
25,Diabetes mellitus  [E10-E14],2014,21,1
25,Diabetes mellitus  [E10-E14],2015,32,1
25,Diabetes mellitus  [E10-E14],2016,11,0
25,Nutritional deficiencies  [E40-E64],2012,0,0
25,Nutritional deficiencies  [E40-E64],2013,0,0
25,Nutritional deficiencies  [E40-E64],2014,0,0
25,Nutritional deficiencies  [E40-E64],2015,0,0
25,Nutritional deficiencies  [E40-E64],2016,0,0
25,"Meningitis  [G00, G03]",2012,0,0
25,"Meningitis  [G00, G03]",2013,0,0
25,"Meningitis  [G00, G03]",2014,0,0
25,"Meningitis  [G00, G03]",2015,0,0
25,"Meningitis  [G00, G03]",2016,0,0
25,Parkinson's disease  [G20-G21],2012,0,0
25,Parkinson's disease  [G20-G21],2013,0,0
25,Parkinson's disease  [G20-G21],2014,0,0
25,Parkinson's disease  [G20-G21],2015,0,0
25,Parkinson's disease  [G20-G21],2016,0,0
25,Alzheimer's disease  [G30],2012,0,0
25,Alzheimer's disease  [G30],2013,0,0
25,Alzheimer's disease  [G30],2014,0,0
25,Alzheimer's disease  [G30],2015,0,0
25,Alzheimer's disease  [G30],2016,0,0
25,Major cardiovascular diseases  [I00-I78],2012,67,3
25,Major cardiovascular diseases  [I00-I78],2013,71,3
25,Major cardiovascular diseases  [I00-I78],2014,62,3
25,Major cardiovascular diseases  [I00-I78],2015,79,3
25,Major cardiovascular diseases  [I00-I78],2016,82,3
25,Other disorders of circulatory system  [I80-I99],2012,0,0
25,Other disorders of circulatory system  [I80-I99],2013,1,0
25,Other disorders of circulatory system  [I80-I99],2014,4,0
25,Other disorders of circulatory system  [I80-I99],2015,3,0
25,Other disorders of circulatory system  [I80-I99],2016,6,0
25,Influenza and pneumonia  [J09-J18],2012,13,1
25,Influenza and pneumonia  [J09-J18],2013,4,0
25,Influenza and pneumonia  [J09-J18],2014,14,1
25,Influenza and pneumonia  [J09-J18],2015,5,0
25,Influenza and pneumonia  [J09-J18],2016,15,1
25,Other acute lower respiratory infections  [J20-J22],2012,0,0
25,Other acute lower respiratory infections  [J20-J22],2013,0,0
25,Other acute lower respiratory infections  [J20-J22],2014,0,0
25,Other acute lower respiratory infections  [J20-J22],2015,0,0
25,Other acute lower respiratory infections  [J20-J22],2016,0,0
25,Chronic lower respiratory diseases  [J40-J47],2012,6,0
25,Chronic lower respiratory diseases  [J40-J47],2013,4,0
25,Chronic lower respiratory diseases  [J40-J47],2014,9,0
25,Chronic lower respiratory diseases  [J40-J47],2015,7,0
25,Chronic lower respiratory diseases  [J40-J47],2016,7,0
25,"Pneumoconioses and chemical effects  [J60-J66, J68]",2012,0,0
25,"Pneumoconioses and chemical effects  [J60-J66, J68]",2013,0,0
25,"Pneumoconioses and chemical effects  [J60-J66, J68]",2014,0,0
25,"Pneumoconioses and chemical effects  [J60-J66, J68]",2015,0,0
25,"Pneumoconioses and chemical effects  [J60-J66, J68]",2016,0,0
25,Pneumonitis due to solids and liquids  [J69],2012,1,0
25,Pneumonitis due to solids and liquids  [J69],2013,0,0
25,Pneumonitis due to solids and liquids  [J69],2014,3,0
25,Pneumonitis due to solids and liquids  [J69],2015,4,0
25,Pneumonitis due to solids and liquids  [J69],2016,2,0
25,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2012,4,0
25,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2013,5,0
25,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2014,4,0
25,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2015,4,0
25,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2016,2,0
25,Peptic ulcer  [K25-K28],2012,2,0
25,Peptic ulcer  [K25-K28],2013,1,0
25,Peptic ulcer  [K25-K28],2014,0,0
25,Peptic ulcer  [K25-K28],2015,0,0
25,Peptic ulcer  [K25-K28],2016,0,0
25,Diseases of appendix  [K35-K38],2012,0,0
25,Diseases of appendix  [K35-K38],2013,0,0
25,Diseases of appendix  [K35-K38],2014,1,0
25,Diseases of appendix  [K35-K38],2015,0,0
25,Diseases of appendix  [K35-K38],2016,0,0
25,Hernia  [K40-K46],2012,1,0
25,Hernia  [K40-K46],2013,1,0
25,Hernia  [K40-K46],2014,0,0
25,Hernia  [K40-K46],2015,0,0
25,Hernia  [K40-K46],2016,0,0
25,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2012,10,0
25,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2013,4,0
25,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2014,14,1
25,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2015,13,1
25,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2016,15,1
25,Cholelithiasis and other disorders of gallbladder  [K80-K82],2012,2,0
25,Cholelithiasis and other disorders of gallbladder  [K80-K82],2013,0,0
25,Cholelithiasis and other disorders of gallbladder  [K80-K82],2014,1,0
25,Cholelithiasis and other disorders of gallbladder  [K80-K82],2015,0,0
25,Cholelithiasis and other disorders of gallbladder  [K80-K82],2016,1,0
25,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2012,4,0
25,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2013,3,0
25,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2014,5,0
25,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2015,3,0
25,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2016,4,0
25,"Infections of kidney  [N10-N12, N13.6, N15.1]",2012,0,0
25,"Infections of kidney  [N10-N12, N13.6, N15.1]",2013,0,0
25,"Infections of kidney  [N10-N12, N13.6, N15.1]",2014,0,0
25,"Infections of kidney  [N10-N12, N13.6, N15.1]",2015,0,0
25,"Infections of kidney  [N10-N12, N13.6, N15.1]",2016,1,0
25,Hyperplasia of prostate  [N40],2012,0,0
25,Hyperplasia of prostate  [N40],2013,0,0
25,Hyperplasia of prostate  [N40],2014,0,0
25,Hyperplasia of prostate  [N40],2015,0,0
25,Hyperplasia of prostate  [N40],2016,0,0
25,Inflammatory diseases of female pelvic organs  [N70-N76],2012,0,0
25,Inflammatory diseases of female pelvic organs  [N70-N76],2013,0,0
25,Inflammatory diseases of female pelvic organs  [N70-N76],2014,0,0
25,Inflammatory diseases of female pelvic organs  [N70-N76],2015,0,0
25,Inflammatory diseases of female pelvic organs  [N70-N76],2016,0,0
25,"Pregnancy, childbirth and the puerperium  [O00-O99]",2012,6,0
25,"Pregnancy, childbirth and the puerperium  [O00-O99]",2013,6,0
25,"Pregnancy, childbirth and the puerperium  [O00-O99]",2014,4,0
25,"Pregnancy, childbirth and the puerperium  [O00-O99]",2015,5,0
25,"Pregnancy, childbirth and the puerperium  [O00-O99]",2016,1,0
25,Certain conditions originating in the perinatal period  [P00-P96],2012,0,0
25,Certain conditions originating in the perinatal period  [P00-P96],2013,0,0
25,Certain conditions originating in the perinatal period  [P00-P96],2014,0,0
25,Certain conditions originating in the perinatal period  [P00-P96],2015,0,0
25,Certain conditions originating in the perinatal period  [P00-P96],2016,0,0
25,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2012,28,1
25,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2013,23,1
25,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2014,23,1
25,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2015,25,1
25,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2016,25,1
25,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2012,43,2
25,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2013,41,2
25,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2014,54,2
25,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2015,103,4
25,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2016,213,9
25,All other diseases (residual) 28,2012,104,4
25,All other diseases (residual) 28,2013,103,4
25,All other diseases (residual) 28,2014,137,6
25,All other diseases (residual) 28,2015,102,4
25,All other diseases (residual) 28,2016,104,4
25,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2012,449,19
25,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2013,432,18
25,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2014,488,20
25,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2015,476,19
25,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2016,585,23
25,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2012,273,11
25,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2013,281,12
25,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2014,317,13
25,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2015,344,14
25,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2016,307,12
25,"Assault (homicide)  [X85-Y09, Y87.1]",2012,74,3
25,"Assault (homicide)  [X85-Y09, Y87.1]",2013,62,3
25,"Assault (homicide)  [X85-Y09, Y87.1]",2014,48,2
25,"Assault (homicide)  [X85-Y09, Y87.1]",2015,67,3
25,"Assault (homicide)  [X85-Y09, Y87.1]",2016,55,2
25,"Legal intervention  [Y35, Y89.0]",2012,4,0
25,"Legal intervention  [Y35, Y89.0]",2013,0,0
25,"Legal intervention  [Y35, Y89.0]",2014,2,0
25,"Legal intervention  [Y35, Y89.0]",2015,1,0
25,"Legal intervention  [Y35, Y89.0]",2016,0,0
25,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2012,68,3
25,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2013,79,3
25,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2014,99,4
25,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2015,75,3
25,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2016,16,1
25,"Operations of war and their sequelae  [Y36, Y89.1]",2012,0,0
25,"Operations of war and their sequelae  [Y36, Y89.1]",2013,0,0
25,"Operations of war and their sequelae  [Y36, Y89.1]",2014,0,0
25,"Operations of war and their sequelae  [Y36, Y89.1]",2015,0,0
25,"Operations of war and their sequelae  [Y36, Y89.1]",2016,0,0
25,"Complications of medical and surgical care  [Y40-Y84, Y88]",2012,1,0
25,"Complications of medical and surgical care  [Y40-Y84, Y88]",2013,1,0
25,"Complications of medical and surgical care  [Y40-Y84, Y88]",2014,0,0
25,"Complications of medical and surgical care  [Y40-Y84, Y88]",2015,0,0
25,"Complications of medical and surgical care  [Y40-Y84, Y88]",2016,2,0
30,"Total, all causes of death  [A00-Y89]",2012,1445,61
30,"Total, all causes of death  [A00-Y89]",2013,1520,62
30,"Total, all causes of death  [A00-Y89]",2014,1661,67
30,"Total, all causes of death  [A00-Y89]",2015,1708,68
30,"Total, all causes of death  [A00-Y89]",2016,1871,74
30,Salmonella infections  [A01-A02],2012,0,0
30,Salmonella infections  [A01-A02],2013,0,0
30,Salmonella infections  [A01-A02],2014,0,0
30,Salmonella infections  [A01-A02],2015,0,0
30,Salmonella infections  [A01-A02],2016,0,0
30,"Shigellosis and amoebiasis  [A03, A06]",2012,0,0
30,"Shigellosis and amoebiasis  [A03, A06]",2013,0,0
30,"Shigellosis and amoebiasis  [A03, A06]",2014,0,0
30,"Shigellosis and amoebiasis  [A03, A06]",2015,0,0
30,"Shigellosis and amoebiasis  [A03, A06]",2016,0,0
30,"Certain other intestinal infections  [A04, A07-A09]",2012,0,0
30,"Certain other intestinal infections  [A04, A07-A09]",2013,1,0
30,"Certain other intestinal infections  [A04, A07-A09]",2014,1,0
30,"Certain other intestinal infections  [A04, A07-A09]",2015,1,0
30,"Certain other intestinal infections  [A04, A07-A09]",2016,0,0
30,Tuberculosis  [A16-A19],2012,0,0
30,Tuberculosis  [A16-A19],2013,0,0
30,Tuberculosis  [A16-A19],2014,2,0
30,Tuberculosis  [A16-A19],2015,2,0
30,Tuberculosis  [A16-A19],2016,0,0
30,Whooping cough  [A37],2012,0,0
30,Whooping cough  [A37],2013,0,0
30,Whooping cough  [A37],2014,0,0
30,Whooping cough  [A37],2015,0,0
30,Whooping cough  [A37],2016,0,0
30,"Scarlet fever and erysipelas  [A38, A46]",2012,0,0
30,"Scarlet fever and erysipelas  [A38, A46]",2013,0,0
30,"Scarlet fever and erysipelas  [A38, A46]",2014,0,0
30,"Scarlet fever and erysipelas  [A38, A46]",2015,0,0
30,"Scarlet fever and erysipelas  [A38, A46]",2016,0,0
30,Meningococcal infection  [A39],2012,1,0
30,Meningococcal infection  [A39],2013,0,0
30,Meningococcal infection  [A39],2014,0,0
30,Meningococcal infection  [A39],2015,0,0
30,Meningococcal infection  [A39],2016,0,0
30,Sepsis  [A40-A41],2012,7,0
30,Sepsis  [A40-A41],2013,8,0
30,Sepsis  [A40-A41],2014,4,0
30,Sepsis  [A40-A41],2015,7,0
30,Sepsis  [A40-A41],2016,7,0
30,Syphilis  [A50-A53],2012,0,0
30,Syphilis  [A50-A53],2013,0,0
30,Syphilis  [A50-A53],2014,0,0
30,Syphilis  [A50-A53],2015,0,0
30,Syphilis  [A50-A53],2016,0,0
30,Acute poliomyelitis  [A80],2012,0,0
30,Acute poliomyelitis  [A80],2013,0,0
30,Acute poliomyelitis  [A80],2014,0,0
30,Acute poliomyelitis  [A80],2015,0,0
30,Acute poliomyelitis  [A80],2016,0,0
30,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2012,0,0
30,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2013,0,0
30,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2014,0,0
30,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2015,0,0
30,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2016,1,0
30,Measles  [B05],2012,0,0
30,Measles  [B05],2013,0,0
30,Measles  [B05],2014,0,0
30,Measles  [B05],2015,0,0
30,Measles  [B05],2016,0,0
30,Viral hepatitis  [B15-B19],2012,2,0
30,Viral hepatitis  [B15-B19],2013,0,0
30,Viral hepatitis  [B15-B19],2014,4,0
30,Viral hepatitis  [B15-B19],2015,4,0
